Date,State,TotalSamples,Negative,Positive
2020-05-28,Chhattisgarh,61771.0,59585,398.0
2020-05-29,Chhattisgarh,63992.0,62983,415.0
2020-05-30,Chhattisgarh,66417.0,64762,447.0
2020-05-31,Chhattisgarh,69152.0,67268,492.0
2020-06-01,Chhattisgarh,70726.0,69361,539.0
2020-06-02,Chhattisgarh,73198.0,71218,556.0
2020-06-03,Chhattisgarh,76446.0,73706,626.0
2020-06-04,Chhattisgarh,78971.0,75519,756.0
2020-06-05,Chhattisgarh,81773.0,78134,863.0
2020-06-06,Chhattisgarh,85346.0,80477,923.0
2020-06-07,Chhattisgarh,88896.0,84344,1073.0
2020-06-08,Chhattisgarh,92598.0,86719,1160.0
2020-06-09,Chhattisgarh,93059.0,89914,1211.0
2020-06-10,Chhattisgarh,94576.0,92049,1262.0
2020-06-11,Chhattisgarh,96230.0,93903,1398.0
2020-06-12,Chhattisgarh,98603.0,95965,1429.0
2020-06-13,Chhattisgarh,101554.0,,1512.0
2020-06-14,Chhattisgarh,103895.0,,1549.0
2020-06-15,Chhattisgarh,107172.0,,1715.0
2020-06-16,Chhattisgarh,110062.0,,1784.0
2020-06-17,Chhattisgarh,113613.0,,1864.0
2020-06-18,Chhattisgarh,116329.0,,1946.0
2020-06-19,Chhattisgarh,120523.0,115197,2018.0
2020-06-20,Chhattisgarh,123983.0,,2076.0
2020-06-21,Chhattisgarh,126246.0,121044,2273.0
2020-06-22,Chhattisgarh,129731.0,124679,2302.0
2020-06-23,Chhattisgarh,133753.0,127831,2356.0
2020-06-24,Chhattisgarh,137400.0,132332,2419.0
2020-06-25,Chhattisgarh,142090.0,,2456.0
2020-06-26,Chhattisgarh,144828.0,,2545.0
2020-06-27,Chhattisgarh,152874.0,,2602.0
2020-06-28,Chhattisgarh,154526.0,,2694.0
2020-06-29,Chhattisgarh,156386.0,,2761.0
2020-06-30,Chhattisgarh,160650.0,,2858.0
2020-07-01,Chhattisgarh,163662.0,,2940.0
2020-07-02,Chhattisgarh,166656.0,,3013.0
2020-07-03,Chhattisgarh,177554.0,,3065.0
2020-07-04,Chhattisgarh,179782.0,,3133.0
2020-07-05,Chhattisgarh,182636.0,,3207.0
2020-07-06,Chhattisgarh,185399.0,,3305.0
2020-07-07,Chhattisgarh,189038.0,,3415.0
2020-07-08,Chhattisgarh,191938.0,,3491.0
2020-07-09,Chhattisgarh,196150.0,,3679.0
2020-07-10,Chhattisgarh,200006.0,,3806.0
2020-07-11,Chhattisgarh,204932.0,,3897.0
2020-07-12,Chhattisgarh,209864.0,,4081.0
2020-07-13,Chhattisgarh,213395.0,,4265.0
2020-07-14,Chhattisgarh,217433.0,,4379.0
2020-07-15,Chhattisgarh,222113.0,,4556.0
2020-07-16,Chhattisgarh,225913.0,,4754.0
2020-07-17,Chhattisgarh,232873.0,,4976.0
2020-07-18,Chhattisgarh,238890.0,,5246.0
2020-07-19,Chhattisgarh,244937.0,,5407.0
2020-07-20,Chhattisgarh,250016.0,,5598.0
2020-07-21,Chhattisgarh,254185.0,,5731.0
2020-07-22,Chhattisgarh,260227.0,,5968.0
2020-07-23,Chhattisgarh,268285.0,,6254.0
2020-07-24,Chhattisgarh,274660.0,,6731.0
2020-07-25,Chhattisgarh,280964.0,,7087.0
2020-07-26,Chhattisgarh,286291.0,,7489.0
2020-07-27,Chhattisgarh,292627.0,,7863.0
2020-07-28,Chhattisgarh,297481.0,,8257.0
2020-07-29,Chhattisgarh,302506.0,,8515.0
2020-07-30,Chhattisgarh,310696.0,,8775.0
2020-07-31,Chhattisgarh,316127.0,,9086.0
2020-08-01,Chhattisgarh,323692.0,,9385.0
2020-08-02,Chhattisgarh,331268.0,,9608.0
2020-08-03,Chhattisgarh,334709.0,,9800.0
2020-08-04,Chhattisgarh,340043.0,,10109.0
2020-08-05,Chhattisgarh,345250.0,,10407.0
2020-08-06,Chhattisgarh,352681.0,,10932.0
2020-08-07,Chhattisgarh,359857.0,,11328.0
2020-08-08,Chhattisgarh,366957.0,,11743.0
2020-08-09,Chhattisgarh,371706.0,,12148.0
2020-08-10,Chhattisgarh,381018.0,,12502.0
2020-08-11,Chhattisgarh,388852.0,,12938.0
2020-08-12,Chhattisgarh,394141.0,,
2020-08-13,Chhattisgarh,402390.0,,13960.0
2020-08-14,Chhattisgarh,409693.0,,14481.0
2020-08-15,Chhattisgarh,414328.0,,14987.0
2020-08-16,Chhattisgarh,419658.0,,15471.0
2020-08-17,Chhattisgarh,427209.0,,15993.0
2020-08-18,Chhattisgarh,436180.0,,16726.0
2020-08-19,Chhattisgarh,445420.0,,17485.0
2020-08-20,Chhattisgarh,455106.0,,
2020-08-21,Chhattisgarh,468099.0,,19459.0
2020-08-22,Chhattisgarh,477974.0,,
2020-08-23,Chhattisgarh,483989.0,,
2020-08-24,Chhattisgarh,494081.0,,
2020-08-25,Chhattisgarh,505193.0,,
2020-08-26,Chhattisgarh,519678.0,,
2020-08-27,Chhattisgarh,533691.0,,
2020-08-28,Chhattisgarh,548182.0,,
2020-08-29,Chhattisgarh,560273.0,,
2020-08-30,Chhattisgarh,571177.0,,
2020-08-31,Chhattisgarh,582540.0,,
2020-09-01,Chhattisgarh,596544.0,,
2020-09-02,Chhattisgarh,609578.0,,
2020-09-03,Chhattisgarh,615568.0,,
2020-09-04,Chhattisgarh,634702.0,,
2020-09-05,Chhattisgarh,653608.0,,
2020-09-06,Chhattisgarh,669541.0,,
2020-09-07,Chhattisgarh,681978.0,,
2020-09-08,Chhattisgarh,700529.0,,
2020-09-09,Chhattisgarh,719630.0,,
2020-09-10,Chhattisgarh,737334.0,,
2020-09-11,Chhattisgarh,756163.0,,
2020-09-12,Chhattisgarh,772134.0,,
2020-09-13,Chhattisgarh,784483.0,,
2020-09-14,Chhattisgarh,806045.0,,
2020-09-15,Chhattisgarh,827074.0,,
2020-09-16,Chhattisgarh,846663.0,,
2020-09-17,Chhattisgarh,872584.0,,
2020-09-18,Chhattisgarh,904770.0,,
2020-09-19,Chhattisgarh,918455.0,,
2020-09-20,Chhattisgarh,929701.0,,
2020-09-21,Chhattisgarh,942303.0,,
2020-09-22,Chhattisgarh,958452.0,,
2020-09-23,Chhattisgarh,982825.0,,
2020-09-24,Chhattisgarh,998347.0,,
2020-09-25,Chhattisgarh,1015613.0,,
2020-09-26,Chhattisgarh,1034460.0,,
2020-09-27,Chhattisgarh,1046534.0,,
2020-09-28,Chhattisgarh,1081521.0,,
2020-09-29,Chhattisgarh,1093348.0,,
2020-09-30,Chhattisgarh,1106612.0,,
2020-10-01,Chhattisgarh,1121641.0,,
2020-10-02,Chhattisgarh,1137384.0,,
2020-10-03,Chhattisgarh,1155975.0,,
2020-10-04,Chhattisgarh,1168578.0,,
2020-10-05,Chhattisgarh,1191097.0,,
2020-10-06,Chhattisgarh,1212678.0,,
2020-10-07,Chhattisgarh,1238699.0,,
2020-10-08,Chhattisgarh,1266497.0,,
2020-10-09,Chhattisgarh,1297381.0,,
2020-10-10,Chhattisgarh,1328665.0,,
2020-10-11,Chhattisgarh,1353822.0,,
2020-10-12,Chhattisgarh,1387386.0,,
2020-10-13,Chhattisgarh,1414068.0,,
2020-10-14,Chhattisgarh,1441607.0,,
2020-10-15,Chhattisgarh,1466334.0,,
2020-10-16,Chhattisgarh,1489424.0,,
2020-10-17,Chhattisgarh,1511088.0,,
2020-10-18,Chhattisgarh,1526356.0,,
2020-10-19,Chhattisgarh,1547704.0,,
2020-10-20,Chhattisgarh,1569496.0,,
2020-10-21,Chhattisgarh,1593040.0,,
2020-10-22,Chhattisgarh,1617726.0,,
2020-10-23,Chhattisgarh,1642977.0,,
2020-10-24,Chhattisgarh,1664735.0,,
2020-10-25,Chhattisgarh,1679649.0,,
2020-10-26,Chhattisgarh,1698096.0,,
2020-10-27,Chhattisgarh,1719929.0,,
2020-10-28,Chhattisgarh,1742743.0,,
2020-10-29,Chhattisgarh,1767270.0,,
2020-10-30,Chhattisgarh,1786685.0,,
2020-10-31,Chhattisgarh,1809446.0,,
2020-11-01,Chhattisgarh,1827425.0,,
2020-11-02,Chhattisgarh,1847925.0,,
2020-11-03,Chhattisgarh,1868995.0,,
2020-11-04,Chhattisgarh,1894622.0,,
2020-11-05,Chhattisgarh,1920238.0,,
2020-11-06,Chhattisgarh,1947137.0,,
2020-11-07,Chhattisgarh,1973211.0,,
2020-11-08,Chhattisgarh,1991002.0,,
2020-11-09,Chhattisgarh,2017019.0,,
2020-11-10,Chhattisgarh,2042649.0,,
2020-11-11,Chhattisgarh,2068640.0,,
2020-11-12,Chhattisgarh,2094950.0,,
2020-11-13,Chhattisgarh,2117987.0,,
2020-11-14,Chhattisgarh,2127134.0,,
2020-11-15,Chhattisgarh,2135139.0,,
2020-04-09,Dadra and Nagar Haveli and Daman and Diu,80.0,80,0.0
2020-04-10,Dadra and Nagar Haveli and Daman and Diu,130.0,130,0.0
2020-04-11,Dadra and Nagar Haveli and Daman and Diu,211.0,211,0.0
2020-04-15,Dadra and Nagar Haveli and Daman and Diu,356.0,356,0.0
2020-04-16,Dadra and Nagar Haveli and Daman and Diu,382.0,382,0.0
2020-04-21,Dadra and Nagar Haveli and Daman and Diu,474.0,474,0.0
2020-04-22,Dadra and Nagar Haveli and Daman and Diu,674.0,674,0.0
2020-04-23,Dadra and Nagar Haveli and Daman and Diu,913.0,913,0.0
2020-04-25,Dadra and Nagar Haveli and Daman and Diu,1386.0,1386,0.0
2020-04-26,Dadra and Nagar Haveli and Daman and Diu,1901.0,1901,0.0
2020-04-27,Dadra and Nagar Haveli and Daman and Diu,2379.0,2379,0.0
2020-04-29,Dadra and Nagar Haveli and Daman and Diu,2921.0,2921,0.0
2020-04-30,Dadra and Nagar Haveli and Daman and Diu,3464.0,3464,0.0
2020-05-01,Dadra and Nagar Haveli and Daman and Diu,4003.0,4003,0.0
2020-05-03,Dadra and Nagar Haveli and Daman and Diu,4328.0,4328,0.0
2020-05-04,Dadra and Nagar Haveli and Daman and Diu,4434.0,4434,0.0
2020-05-05,Dadra and Nagar Haveli and Daman and Diu,4781.0,4780,1.0
2020-05-06,Dadra and Nagar Haveli and Daman and Diu,4967.0,4966,1.0
2020-05-07,Dadra and Nagar Haveli and Daman and Diu,5272.0,5271,1.0
2020-05-08,Dadra and Nagar Haveli and Daman and Diu,5430.0,5429,1.0
2020-05-10,Dadra and Nagar Haveli and Daman and Diu,5581.0,5580,1.0
2020-05-11,Dadra and Nagar Haveli and Daman and Diu,5763.0,5762,1.0
2020-05-12,Dadra and Nagar Haveli and Daman and Diu,5977.0,5976,1.0
2020-05-13,Dadra and Nagar Haveli and Daman and Diu,6294.0,6293,1.0
2020-05-14,Dadra and Nagar Haveli and Daman and Diu,6554.0,6553,1.0
2020-05-15,Dadra and Nagar Haveli and Daman and Diu,6916.0,6915,1.0
2020-05-17,Dadra and Nagar Haveli and Daman and Diu,7157.0,7156,1.0
2020-05-18,Dadra and Nagar Haveli and Daman and Diu,7571.0,7570,1.0
2020-05-19,Dadra and Nagar Haveli and Daman and Diu,7829.0,7828,1.0
2020-05-20,Dadra and Nagar Haveli and Daman and Diu,8137.0,8136,1.0
2020-05-21,Dadra and Nagar Haveli and Daman and Diu,8456.0,8455,1.0
2020-05-22,Dadra and Nagar Haveli and Daman and Diu,8979.0,8978,1.0
2020-05-23,Dadra and Nagar Haveli and Daman and Diu,9298.0,9296,2.0
2020-05-24,Dadra and Nagar Haveli and Daman and Diu,9678.0,9676,2.0
2020-05-25,Dadra and Nagar Haveli and Daman and Diu,10085.0,10083,2.0
2020-05-26,Dadra and Nagar Haveli and Daman and Diu,10388.0,10386,2.0
2020-05-27,Dadra and Nagar Haveli and Daman and Diu,10872.0,10870,2.0
2020-05-28,Dadra and Nagar Haveli and Daman and Diu,11177.0,11175,2.0
2020-05-29,Dadra and Nagar Haveli and Daman and Diu,11477.0,11475,2.0
2020-06-01,Dadra and Nagar Haveli and Daman and Diu,11693.0,11690,3.0
2020-06-03,Dadra and Nagar Haveli and Daman and Diu,12064.0,12052,12.0
2020-06-04,Dadra and Nagar Haveli and Daman and Diu,12375.0,12361,14.0
2020-06-05,Dadra and Nagar Haveli and Daman and Diu,13667.0,13653,14.0
2020-06-06,Dadra and Nagar Haveli and Daman and Diu,14780.0,14761,19.0
2020-06-07,Dadra and Nagar Haveli and Daman and Diu,15546.0,14926,20.0
2020-06-08,Dadra and Nagar Haveli and Daman and Diu,16277.0,15655,22.0
2020-06-10,Dadra and Nagar Haveli and Daman and Diu,17179.0,16552,27.0
2020-06-13,Dadra and Nagar Haveli and Daman and Diu,17649.0,17021,28.0
2020-06-14,Dadra and Nagar Haveli and Daman and Diu,18445.0,17813,31.0
2020-06-15,Dadra and Nagar Haveli and Daman and Diu,23835.0,23072,38.0
2020-06-16,Dadra and Nagar Haveli and Daman and Diu,24492.0,23695,51.0
2020-06-17,Dadra and Nagar Haveli and Daman and Diu,25575.0,24650,58.0
2020-06-18,Dadra and Nagar Haveli and Daman and Diu,26752.0,25461,69.0
2020-06-20,Dadra and Nagar Haveli and Daman and Diu,27617.0,26901,93.0
2020-06-21,Dadra and Nagar Haveli and Daman and Diu,27839.0,27241,97.0
2020-06-22,Dadra and Nagar Haveli and Daman and Diu,28364.0,27572,112.0
2020-06-23,Dadra and Nagar Haveli and Daman and Diu,29072.0,28096,121.0
2020-06-24,Dadra and Nagar Haveli and Daman and Diu,29403.0,28697,134.0
2020-06-25,Dadra and Nagar Haveli and Daman and Diu,30188.0,29015,154.0
2020-06-26,Dadra and Nagar Haveli and Daman and Diu,30602.0,29864,169.0
2020-06-27,Dadra and Nagar Haveli and Daman and Diu,31015.0,30316,184.0
2020-06-28,Dadra and Nagar Haveli and Daman and Diu,31321.0,30781,188.0
2020-06-29,Dadra and Nagar Haveli and Daman and Diu,31602.0,30977,203.0
2020-06-30,Dadra and Nagar Haveli and Daman and Diu,32031.0,31396,213.0
2020-07-01,Dadra and Nagar Haveli and Daman and Diu,32435.0,31783,229.0
2020-07-02,Dadra and Nagar Haveli and Daman and Diu,32834.0,32157,254.0
2020-07-03,Dadra and Nagar Haveli and Daman and Diu,33618.0,32899,304.0
2020-07-04,Dadra and Nagar Haveli and Daman and Diu,33995.0,33156,333.0
2020-07-05,Dadra and Nagar Haveli and Daman and Diu,34179.0,33341,371.0
2020-07-06,Dadra and Nagar Haveli and Daman and Diu,34444.0,33441,398.0
2020-07-07,Dadra and Nagar Haveli and Daman and Diu,34761.0,33926,423.0
2020-07-08,Dadra and Nagar Haveli and Daman and Diu,35234.0,34176,440.0
2020-07-09,Dadra and Nagar Haveli and Daman and Diu,35391.0,34585,454.0
2020-07-10,Dadra and Nagar Haveli and Daman and Diu,35829.0,34827,468.0
2020-07-11,Dadra and Nagar Haveli and Daman and Diu,36166.0,35279,480.0
2020-07-12,Dadra and Nagar Haveli and Daman and Diu,36310.0,35611,495.0
2020-07-13,Dadra and Nagar Haveli and Daman and Diu,36621.0,35696,520.0
2020-07-14,Dadra and Nagar Haveli and Daman and Diu,36905.0,35963,536.0
2020-07-15,Dadra and Nagar Haveli and Daman and Diu,37392.0,36195,552.0
2020-07-16,Dadra and Nagar Haveli and Daman and Diu,37880.0,36548,570.0
2020-07-17,Dadra and Nagar Haveli and Daman and Diu,38176.0,36898,601.0
2020-07-18,Dadra and Nagar Haveli and Daman and Diu,38313.0,37291,646.0
2020-07-19,Dadra and Nagar Haveli and Daman and Diu,38640.0,37520,684.0
2020-07-20,Dadra and Nagar Haveli and Daman and Diu,38880.0,37789,705.0
2020-07-21,Dadra and Nagar Haveli and Daman and Diu,39199.0,38022,733.0
2020-07-24,Dadra and Nagar Haveli and Daman and Diu,40425.0,39019,854.0
2020-07-25,Dadra and Nagar Haveli and Daman and Diu,40881.0,39431,890.0
2020-07-26,Dadra and Nagar Haveli and Daman and Diu,41143.0,39815,940.0
2020-07-28,Dadra and Nagar Haveli and Daman and Diu,41588.0,40258,1020.0
2020-07-29,Dadra and Nagar Haveli and Daman and Diu,41895.0,40411,1058.0
2020-07-30,Dadra and Nagar Haveli and Daman and Diu,42148.0,40564,1093.0
2020-07-31,Dadra and Nagar Haveli and Daman and Diu,42403.0,40775,1136.0
2020-08-01,Dadra and Nagar Haveli and Daman and Diu,42635.0,40916,1181.0
2020-08-02,Dadra and Nagar Haveli and Daman and Diu,42718.0,41132,1232.0
2020-08-03,Dadra and Nagar Haveli and Daman and Diu,42926.0,41402,1265.0
2020-08-04,Dadra and Nagar Haveli and Daman and Diu,43191.0,41514,1304.0
2020-08-05,Dadra and Nagar Haveli and Daman and Diu,43478.0,41781,1368.0
2020-08-06,Dadra and Nagar Haveli and Daman and Diu,43899.0,42059,1412.0
2020-08-07,Dadra and Nagar Haveli and Daman and Diu,44456.0,42608,1456.0
2020-08-08,Dadra and Nagar Haveli and Daman and Diu,44777.0,42805,1505.0
2020-08-09,Dadra and Nagar Haveli and Daman and Diu,45253.0,43165,
2020-08-10,Dadra and Nagar Haveli and Daman and Diu,45724.0,43579,
2020-08-11,Dadra and Nagar Haveli and Daman and Diu,46149.0,43919,
2020-08-12,Dadra and Nagar Haveli and Daman and Diu,46516.0,44328,
2020-08-13,Dadra and Nagar Haveli and Daman and Diu,46937.0,44712,
2020-08-14,Dadra and Nagar Haveli and Daman and Diu,47272.0,45021,1797.0
2020-08-15,Dadra and Nagar Haveli and Daman and Diu,47643.0,45335,1843.0
2020-08-16,Dadra and Nagar Haveli and Daman and Diu,48212.0,45676,1878.0
2020-08-17,Dadra and Nagar Haveli and Daman and Diu,48710.0,46224,1908.0
2020-08-18,Dadra and Nagar Haveli and Daman and Diu,49290.0,46665,1951.0
2020-08-19,Dadra and Nagar Haveli and Daman and Diu,49879.0,47184,1995.0
2020-08-20,Dadra and Nagar Haveli and Daman and Diu,50293.0,47703,2030.0
2020-08-21,Dadra and Nagar Haveli and Daman and Diu,50923.0,48105,2082.0
2020-08-22,Dadra and Nagar Haveli and Daman and Diu,51285.0,48524,2120.0
2020-08-23,Dadra and Nagar Haveli and Daman and Diu,51580.0,48995,2161.0
2020-08-24,Dadra and Nagar Haveli and Daman and Diu,51843.0,49322,2181.0
2020-08-25,Dadra and Nagar Haveli and Daman and Diu,52160.0,49538,2203.0
2020-08-26,Dadra and Nagar Haveli and Daman and Diu,52524.0,49806,2228.0
2020-08-27,Dadra and Nagar Haveli and Daman and Diu,52859.0,50236,2266.0
2020-08-28,Dadra and Nagar Haveli and Daman and Diu,53227.0,50539,2290.0
2020-08-29,Dadra and Nagar Haveli and Daman and Diu,53527.0,50809,2306.0
2020-08-30,Dadra and Nagar Haveli and Daman and Diu,53769.0,51141,2340.0
2020-08-31,Dadra and Nagar Haveli and Daman and Diu,54194.0,48426,
2020-09-01,Dadra and Nagar Haveli and Daman and Diu,54566.0,51761,
2020-09-02,Dadra and Nagar Haveli and Daman and Diu,54964.0,52110,
2020-09-03,Dadra and Nagar Haveli and Daman and Diu,55345.0,52449,
2020-09-04,Dadra and Nagar Haveli and Daman and Diu,55688.0,52795,
2020-09-05,Dadra and Nagar Haveli and Daman and Diu,56008.0,53134,
2020-09-06,Dadra and Nagar Haveli and Daman and Diu,56174.0,53396,
2020-09-07,Dadra and Nagar Haveli and Daman and Diu,56476.0,53554,
2020-09-08,Dadra and Nagar Haveli and Daman and Diu,56839.0,53816,
2020-09-09,Dadra and Nagar Haveli and Daman and Diu,57220.0,54125,
2020-09-10,Dadra and Nagar Haveli and Daman and Diu,57587.0,54482,
2020-09-11,Dadra and Nagar Haveli and Daman and Diu,57888.0,54827,
2020-09-12,Dadra and Nagar Haveli and Daman and Diu,58336.0,55096,
2020-09-13,Dadra and Nagar Haveli and Daman and Diu,58530.0,55531,
2020-09-14,Dadra and Nagar Haveli and Daman and Diu,59154.0,55686,2763.0
2020-09-15,Dadra and Nagar Haveli and Daman and Diu,59530.0,56305,2783.0
2020-09-16,Dadra and Nagar Haveli and Daman and Diu,59771.0,56646,2810.0
2020-09-17,Dadra and Nagar Haveli and Daman and Diu,60237.0,56905,2831.0
2020-09-18,Dadra and Nagar Haveli and Daman and Diu,60738.0,57338,2859.0
2020-09-19,Dadra and Nagar Haveli and Daman and Diu,61270.0,57759,2887.0
2020-09-20,Dadra and Nagar Haveli and Daman and Diu,61482.0,58254,2924.0
2020-09-21,Dadra and Nagar Haveli and Daman and Diu,62055.0,58459,2933.0
2020-09-23,Dadra and Nagar Haveli and Daman and Diu,63047.0,59438,2962.0
2020-09-24,Dadra and Nagar Haveli and Daman and Diu,63512.0,59995,2977.0
2020-09-26,Dadra and Nagar Haveli and Daman and Diu,64336.0,60848,2996.0
2020-09-27,Dadra and Nagar Haveli and Daman and Diu,64691.0,61264,3002.0
2020-09-28,Dadra and Nagar Haveli and Daman and Diu,65134.0,61618,3012.0
2020-09-29,Dadra and Nagar Haveli and Daman and Diu,65539.0,62045,3032.0
2020-09-30,Dadra and Nagar Haveli and Daman and Diu,65953.0,62439,3040.0
2020-10-01,Dadra and Nagar Haveli and Daman and Diu,66337.0,62840,3054.0
2020-10-02,Dadra and Nagar Haveli and Daman and Diu,66566.0,63228,3063.0
2020-10-03,Dadra and Nagar Haveli and Daman and Diu,67029.0,63509,3070.0
2020-10-04,Dadra and Nagar Haveli and Daman and Diu,67272.0,63873,3087.0
2020-10-05,Dadra and Nagar Haveli and Daman and Diu,67666.0,64129,3092.0
2020-10-06,Dadra and Nagar Haveli and Daman and Diu,68056.0,64498,3103.0
2020-10-07,Dadra and Nagar Haveli and Daman and Diu,68466.0,64888,3120.0
2020-10-08,Dadra and Nagar Haveli and Daman and Diu,68831.0,65283,3132.0
2020-10-09,Dadra and Nagar Haveli and Daman and Diu,69192.0,65638,3140.0
2020-10-10,Dadra and Nagar Haveli and Daman and Diu,69529.0,65980,3152.0
2020-10-11,Dadra and Nagar Haveli and Daman and Diu,69785.0,66324,3163.0
2020-10-13,Dadra and Nagar Haveli and Daman and Diu,70514.0,66935,3168.0
2020-10-14,Dadra and Nagar Haveli and Daman and Diu,70815.0,67297,3171.0
2020-10-15,Dadra and Nagar Haveli and Daman and Diu,71144.0,67588,3172.0
2020-10-16,Dadra and Nagar Haveli and Daman and Diu,71386.0,67909,3177.0
2020-10-17,Dadra and Nagar Haveli and Daman and Diu,71664.0,68164,3180.0
2020-10-18,Dadra and Nagar Haveli and Daman and Diu,71807.0,68439,3183.0
2020-10-19,Dadra and Nagar Haveli and Daman and Diu,72136.0,68578,3185.0
2020-10-20,Dadra and Nagar Haveli and Daman and Diu,72410.0,68894,3194.0
2020-04-01,Delhi,2621.0,,
2020-04-07,Delhi,9041.0,7308,576.0
2020-04-09,Delhi,9968.0,8643,720.0
2020-04-10,Delhi,11061.0,9662,903.0
2020-04-11,Delhi,11709.0,10218,1069.0
2020-04-12,Delhi,14036.0,11748,1154.0
2020-04-13,Delhi,15032.0,12283,1510.0
2020-04-14,Delhi,16282.0,13748,1561.0
2020-04-15,Delhi,16605.0,13865,1578.0
2020-04-16,Delhi,18784.0,14692,1640.0
2020-04-17,Delhi,21409.0,16899,1707.0
2020-04-18,Delhi,22283.0,17449,1893.0
2020-04-19,Delhi,24387.0,19393,2003.0
2020-04-20,Delhi,25900.0,20712,2081.0
2020-04-21,Delhi,26627.0,21810,2156.0
2020-04-22,Delhi,28309.0,22713,2248.0
2020-04-23,Delhi,30560.0,24538,2375.0
2020-04-24,Delhi,33672.0,26552,2514.0
2020-04-25,Delhi,35519.0,28693,2625.0
2020-04-26,Delhi,37613.0,31919,2918.0
2020-04-27,Delhi,39911.0,34145,3108.0
2020-04-28,Delhi,43370.0,36195,3314.0
2020-04-29,Delhi,47225.0,39920,3439.0
2020-05-02,Delhi,58210.0,,4122.0
2020-05-03,Delhi,60246.0,,4549.0
2020-05-04,Delhi,64108.0,,4898.0
2020-05-05,Delhi,67852.0,,5104.0
2020-05-06,Delhi,71934.0,,5532.0
2020-05-07,Delhi,77234.0,,5980.0
2020-05-08,Delhi,81367.0,,6318.0
2020-05-09,Delhi,84226.0,,6542.0
2020-05-10,Delhi,93810.0,,6923.0
2020-05-11,Delhi,97678.0,,7233.0
2020-05-12,Delhi,106109.0,,7639.0
2020-05-13,Delhi,113345.0,,7998.0
2020-05-14,Delhi,119736.0,,8470.0
2020-05-15,Delhi,125189.0,,8895.0
2020-05-16,Delhi,130845.0,,9333.0
2020-05-17,Delhi,135791.0,,9755.0
2020-05-18,Delhi,139727.0,,10054.0
2020-05-19,Delhi,145854.0,,10554.0
2020-05-20,Delhi,150282.0,,11088.0
2020-05-21,Delhi,154385.0,,11659.0
2020-05-22,Delhi,160255.0,,12319.0
2020-05-23,Delhi,165047.0,,12910.0
2020-05-24,Delhi,169873.0,,13418.0
2020-05-25,Delhi,174469.0,,14053.0
2020-05-26,Delhi,178579.0,,14465.0
2020-05-27,Delhi,184362.0,,15257.0
2020-05-28,Delhi,191977.0,,16281.0
2020-05-29,Delhi,199626.0,,17386.0
2020-05-30,Delhi,206739.0,,18549.0
2020-05-31,Delhi,212784.0,,19844.0
2020-06-01,Delhi,217537.0,,20834.0
2020-06-02,Delhi,223607.0,,22132.0
2020-06-03,Delhi,230145.0,,23645.0
2020-06-04,Delhi,236506.0,,25004.0
2020-06-05,Delhi,241693.0,,26334.0
2020-06-06,Delhi,246873.0,,27654.0
2020-06-07,Delhi,251915.0,,28936.0
2020-06-08,Delhi,255615.0,,29943.0
2020-06-09,Delhi,261079.0,,31309.0
2020-06-10,Delhi,266156.0,,32810.0
2020-06-11,Delhi,271516.0,,34687.0
2020-06-12,Delhi,277463.0,,36824.0
2020-06-13,Delhi,283239.0,,38958.0
2020-06-14,Delhi,290592.0,,41182.0
2020-06-15,Delhi,296697.0,,42829.0
2020-06-16,Delhi,304483.0,,44688.0
2020-06-17,Delhi,312576.0,,47102.0
2020-06-18,Delhi,321302.0,,49979.0
2020-06-19,Delhi,334376.0,,53116.0
2020-06-20,Delhi,351909.0,,56746.0
2020-06-21,Delhi,370014.0,,59746.0
2020-06-22,Delhi,384696.0,,62655.0
2020-06-23,Delhi,401648.0,,66602.0
2020-06-24,Delhi,420707.0,,70390.0
2020-06-25,Delhi,438012.0,,73780.0
2020-06-26,Delhi,459156.0,,77240.0
2020-06-27,Delhi,478336.0,,80188.0
2020-06-28,Delhi,498416.0,,83077.0
2020-06-29,Delhi,514573.0,,85161.0
2020-06-30,Delhi,531752.0,,87360.0
2020-07-01,Delhi,551708.0,,89802.0
2020-07-02,Delhi,572530.0,,92175.0
2020-07-03,Delhi,596695.0,,94695.0
2020-07-04,Delhi,620368.0,,97200.0
2020-07-05,Delhi,643504.0,,99444.0
2020-07-06,Delhi,657383.0,,100823.0
2020-07-07,Delhi,679831.0,,102831.0
2020-07-08,Delhi,701859.0,,104864.0
2020-07-09,Delhi,724148.0,,107051.0
2020-07-10,Delhi,747109.0,,109140.0
2020-07-11,Delhi,768617.0,,110921.0
2020-07-12,Delhi,789853.0,,112494.0
2020-07-13,Delhi,692845.0,,113740.0
2020-07-14,Delhi,713908.0,,115346.0
2020-07-15,Delhi,736436.0,,116993.0
2020-07-16,Delhi,756661.0,,118645.0
2020-07-17,Delhi,777125.0,,120107.0
2020-07-18,Delhi,798783.0,,121582.0
2020-07-19,Delhi,818989.0,,122793.0
2020-07-20,Delhi,830459.0,,123747.0
2020-07-21,Delhi,851311.0,,125096.0
2020-07-22,Delhi,871371.0,,126323.0
2020-07-23,Delhi,889597.0,,127364.0
2020-07-24,Delhi,908735.0,,128389.0
2020-07-25,Delhi,929244.0,,129531.0
2020-07-26,Delhi,946777.0,,130606.0
2020-07-27,Delhi,958283.0,,131219.0
2020-07-28,Delhi,976827.0,,132275.0
2020-07-29,Delhi,994219.0,,133310.0
2020-07-30,Delhi,1013694.0,,134403.0
